Rxn name	Formula	Gene-reaction association	LB	UB	Objective
cmt_retinol-9_c	Lycopene_c  -> gamma-Carotene_c 		  0.00	1000.00	  0.00
cmt_retinol-10_c	gamma-Carotene_c  -> beta-Carotene_c 		  0.00	1000.00	  0.00
cmt_retinol-11_c	beta-Carotene_c  -> Retinal_c 		  0.00	1000.00	  0.00
cmt_retinol-12_c	s_0793_c + s_1203_c + Retinal_c  <=> s_1198_c + Retinol_c 	CCM_00451 or CCM_02484 or CCM_03437 or CCM_04425 or CCM_05747 or CCM_06296 or CCM_07377 or CCM_07863 or CCM_08001 or CCM_09050 or CCM_09226	-1000.00	1000.00	  0.00
cmt_ergothioneine-1_c	s_0793_c + s_1006_c + 3 s_1416_c  -> 3 s_1413_c + Hercynine_c 		  0.00	1000.00	  0.00
cmt_ergothioneine-2_c	s_0981_c + s_1275_c + Hercynine_c  -> s_0803_c + Hercynine_sulfide_c 		  0.00	1000.00	  0.00
cmt_ergothioneine-3_c	Hercynine_sulfide_c  -> s_1399_c + Ergothioneine_c 		  0.00	1000.00	  0.00
cmt_lactose-1_c	s_0803_c + Lactose_c  -> s_0558_c + s_0563_c 	CCM_02883 or CCM_03817 or CCM_05296 or CCM_08207 or CCM_08698	  0.00	1000.00	  0.00
cmt_lactose-2_c	s_1538_c + Lactose_c  -> s_0563_c + s_1541_c 		  0.00	1000.00	  0.00
cmt_arabinose-1_c	s_0434_c + s_0548_c  -> s_0394_c + D-Arabinose_5-phosphate_c 		  0.00	1000.00	  0.00
cmt_arabinose-2_c	D-Arabinose_5-phosphate_c  <=> s_0577_c 		-1000.00	1000.00	  0.00
cmt_cellobiose-1_c	s_0633_c + Cellobiose_c  <=> s_0563_c + s_0567_c 		-1000.00	1000.00	  0.00
cmt_ex_growth_c	m_0001_c  -> 		  0.00	1000.00	  1.00
r_4042_e	s_3715_e  -> s_0553_e + s_3716_e 	CCM_01437	  0.00	1000.00	  0.00
r_0116_e	s_0714_e + s_0803_e  -> s_1322_e + s_1405_e 	CCM_07556 or CCM_09635	  0.00	1000.00	  0.00
r_1033_e	s_0803_e + s_1497_e  -> s_1322_e + s_1489_e 	CCM_03826 or CCM_05625 or CCM_07556 or CCM_09478 or CCM_09635	  0.00	1000.00	  0.00
r_1654_e	s_0419_e  <=> 		 -1.40	1000.00	  0.00
r_1663_e	s_0445_e  -> 		  0.00	1000.00	  0.00
r_1664_e	s_0456_e + s_0803_e  <=> s_0445_e + s_0793_e 		-1000.00	1000.00	  0.00
r_1672_e	s_0456_e  -> 		  0.00	1000.00	  0.00
r_1832_e	s_0793_e  <=> 		-1000.00	1000.00	  0.00
r_1992_e	s_1275_e  <=> 		-1000.00	1000.00	  0.00
r_2005_e	s_1322_e  <=> 		-1000.00	1000.00	  0.00
r_2060_e	s_1467_e  <=> 		-1000.00	1000.00	  0.00
r_2100_e	s_0803_e  <=> 		-1000.00	1000.00	  0.00
r_0001_m	s_0025_m + 2 s_0709_m  -> 2 s_0710_m + s_1399_m 	CCM_00068 or ( CCM_03261 and CCM_02454 ) or ( CCM_01480 and CCM_02454 )	  0.00	1000.00	  0.00
r_0012_m	s_0118_m + 2 s_0803_m + s_1198_m  <=> s_0793_m + s_0991_m + s_1203_m 	CCM_06901	-1000.00	1000.00	  0.00
r_0016_m	s_0178_m + s_0793_m + s_1399_m  -> s_0039_m + s_0456_m 	CCM_08845 and CCM_00646	  0.00	1000.00	  0.00
r_0020_m	s_0551_m + s_0803_m + s_1360_m  -> s_0349_m + s_1322_m 	CCM_05313 or CCM_05988 or CCM_06156	  0.00	1000.00	  0.00
r_0024_m	s_0232_m + s_0373_m + s_0803_m  -> s_0162_m + s_0529_m + s_0793_m 	CCM_05863	  0.00	1000.00	  0.00
r_0027_m	s_0834_m  <=> s_0454_m + s_0803_m 	CCM_01191 or CCM_01579 or CCM_07793	-1000.00	1000.00	  0.00
r_0028_m	s_0803_m + s_1271_m + s_1382_m  -> s_0174_m + s_0529_m + s_0793_m 	CCM_03132 or CCM_05696 or CCM_08876	  0.00	1000.00	  0.00
r_0029_m	s_0010_m + s_0793_m  -> s_0291_m + s_0456_m 	CCM_04689 or CCM_06850 or CCM_09580	  0.00	1000.00	  0.00
r_0081_m	s_0793_m + s_1003_m + s_1464_m  -> s_0315_m + s_0456_m + s_0529_m 	CCM_01504	  0.00	1000.00	  0.00
r_0096_m	s_0146_m + s_0793_m + s_1212_m  -> s_0016_m + s_1207_m 	CCM_01982	  0.00	1000.00	  0.00
r_0097_m	s_0793_m + 2 s_1399_m  -> s_0146_m + s_0456_m 	CCM_08845 and CCM_00646	  0.00	1000.00	  0.00
r_0099_m	s_0373_m + s_1845_m  <=> s_0372_m + s_0529_m 	CCM_00603 or CCM_01282 or CCM_01518 or CCM_01946 or CCM_01947 or CCM_02374 or CCM_02997 or CCM_04722 or CCM_08016 or CCM_08018 or CCM_08261 or CCM_09042 or CCM_09346	-1000.00	1000.00	  0.00
r_0103_m	2 s_0373_m  -> s_0367_m + s_0529_m 	CCM_05367 or CCM_07659	  0.00	1000.00	  0.00
r_0108_m	s_0373_m + s_0434_m + s_0445_m  -> s_0394_m + s_0793_m + s_1101_m + s_1322_m 	CCM_09369	  0.00	1000.00	  0.00
r_0112_m	s_0362_m + s_0434_m + s_0529_m  -> s_0373_m + s_0423_m + s_0633_m 	CCM_01284 or CCM_01488 or CCM_08870 or CCM_09041	  0.00	1000.00	  0.00
r_0115_m	s_0434_m + s_1192_m  -> s_0394_m + s_1191_m 	CCM_06281 or CCM_09169	  0.00	1000.00	  0.00
r_0117_m	s_0174_m  <=> s_0012_m 	CCM_00810	-1000.00	1000.00	  0.00
r_0118_m	s_0145_m + s_0991_m  -> s_0180_m + s_1182_m 	CCM_00296 or CCM_02890 or CCM_08964	  0.00	1000.00	  0.00
r_0148_m	s_0423_m + s_0434_m  -> 2 s_0394_m 	CCM_03940 or CCM_04983 or CCM_07479	  0.00	1000.00	  0.00
r_0150_m	s_0423_m + s_0785_m  <=> s_0394_m + s_0739_m 	CCM_07479	-1000.00	1000.00	  0.00
r_0165_m	s_0359_m + s_0793_m + s_1203_m  -> s_0680_m + s_1198_m 	CCM_00356 or CCM_00451 or CCM_01942 or CCM_02484 or CCM_03363 or CCM_04357 or CCM_04723 or CCM_05747 or CCM_05807 or CCM_07377 or CCM_07863 or CCM_08262 or CCM_08721	  0.00	1000.00	  0.00
r_0166_m	s_0166_m + s_0793_m + s_1203_m  -> s_0169_m + s_1198_m 	CCM_02484 or CCM_09050	  0.00	1000.00	  0.00
r_0169_m	s_0793_m + s_1203_m + s_1318_m  -> s_0185_m + s_1198_m 	CCM_02484 or CCM_09050	  0.00	1000.00	  0.00
r_0173_m	s_0359_m + s_0803_m + s_1207_m  -> s_0362_m + 2 s_0793_m + s_1212_m 	CCM_02203 or CCM_05384 or CCM_05450 or CCM_08195	  0.00	1000.00	  0.00
r_0174_m	s_0359_m + s_0803_m + s_1198_m  -> s_0362_m + 2 s_0793_m + s_1203_m 	CCM_03300 or CCM_05126 or CCM_05384 or CCM_05450 or CCM_07151 or CCM_07713 or CCM_08195 or CCM_08475	  0.00	1000.00	  0.00
r_0176_m	s_0803_m + s_0850_m + s_1198_m  -> 2 s_0793_m + s_0853_m + s_1203_m 	CCM_03300 or CCM_05126 or CCM_05384 or CCM_05450 or CCM_07151 or CCM_07713 or CCM_08195 or CCM_08475	  0.00	1000.00	  0.00
r_0177_m	s_0803_m + s_0850_m + s_1207_m  -> 2 s_0793_m + s_0853_m + s_1212_m 	CCM_05126 or CCM_08195 or CCM_08475	  0.00	1000.00	  0.00
r_0179_m	s_0234_m + s_0793_m + s_1203_m  -> s_0929_m + s_1198_m 	CCM_02484 or CCM_09050	  0.00	1000.00	  0.00
r_0182_m	s_0793_m + s_0937_m + s_1203_m  -> s_0932_m + s_1198_m 	CCM_02484 or CCM_09050	  0.00	1000.00	  0.00
r_0186_m	s_0793_m + s_0850_m + s_1203_m  -> s_1198_m + s_1529_m 	CCM_02484 or CCM_09050	  0.00	1000.00	  0.00
r_0201_m	s_0274_m + s_0803_m + s_1198_m  -> s_0734_m + 2 s_0793_m + s_1203_m 	CCM_03300 or CCM_05126 or CCM_05384 or CCM_05450 or CCM_07151 or CCM_07713 or CCM_08195 or CCM_08475	  0.00	1000.00	  0.00
r_0209_m	s_0434_m + s_0965_m + s_1583_m  -> s_0423_m + s_0428_m + s_0633_m 	CCM_00078	  0.00	1000.00	  0.00
r_0212_m	s_0434_m + s_0969_m + s_1585_m  -> s_0423_m + s_0430_m + s_0633_m 	CCM_00977 or CCM_01368 or CCM_08773	  0.00	1000.00	  0.00
r_0220_m	s_0434_m + s_0973_m + s_1587_m  -> s_0423_m + s_0432_m + s_0633_m 	CCM_01094 or CCM_02981 or CCM_03248	  0.00	1000.00	  0.00
r_0254_m	s_0529_m + s_1235_m  -> s_0021_m + s_0373_m 	CCM_02926 or CCM_04812	  0.00	1000.00	  0.00
r_0280_m	s_0516_m + s_0803_m  <=> s_0940_m 	CCM_01191 or CCM_01579	-1000.00	1000.00	  0.00
r_0283_m	s_0943_m + s_1311_m  -> s_0633_m + s_0830_m 	CCM_04777 or CCM_00496	  0.00	1000.00	  0.00
r_0300_m	s_0373_m + s_0803_m + s_1271_m  -> s_0522_m + s_0529_m + s_0793_m 	CCM_05696 or CCM_08876	  0.00	1000.00	  0.00
r_0302_m	s_0522_m  <=> s_0516_m + s_0803_m 	CCM_01191 or CCM_01579	-1000.00	1000.00	  0.00
r_0334_m	s_0197_m + s_0434_m  -> s_0394_m + s_0529_m + s_0793_m 	CCM_07447	  0.00	1000.00	  0.00
r_0352_m	s_0016_m  -> s_0232_m + s_0803_m 	CCM_03718 or CCM_05878 or CCM_09118	  0.00	1000.00	  0.00
r_0353_m	s_0008_m  -> s_0056_m + s_0803_m 	CCM_03718 or CCM_05878 or CCM_09118	  0.00	1000.00	  0.00
r_0436_m	s_0924_m + s_1383_m  -> s_0712_m + 2 s_0793_m 	CCM_03004	  0.00	1000.00	  0.00
r_0437_m	2 s_0710_m + s_0837_m  -> 2 s_0709_m + 2 s_0803_m 	CCM_02454 and CCM_06954	  0.00	1000.00	  0.00
r_0451_m	s_0725_m + s_0803_m  <=> s_0066_m 	CCM_03450	-1000.00	1000.00	  0.00
r_0454_m	s_0689_m + s_0725_m  <=> s_0687_m + s_1458_m 	CCM_07675	-1000.00	1000.00	  0.00
r_0479_m	s_0434_m + s_0991_m + s_1591_m  -> s_0423_m + s_0633_m + s_0748_m 	CCM_00895 or CCM_01939 or CCM_07973 or CCM_09428	  0.00	1000.00	  0.00
r_0481_m	s_0754_m + s_0793_m + s_1212_m  -> 2 s_0750_m + s_1207_m 	( CCM_09072 and CCM_09201 ) or ( CCM_09582 and CCM_09201 )	  0.00	1000.00	  0.00
r_0483_m	2 s_0750_m + s_0837_m  <=> s_0754_m + 2 s_0803_m 	CCM_03086	-1000.00	1000.00	  0.00
r_0490_m	s_0687_m + s_0767_m  -> s_0629_m + s_0689_m 	CCM_01734 or CCM_07439	  0.00	1000.00	  0.00
r_0491_m	s_0629_m + s_0793_m + s_1203_m  -> s_0767_m + s_1198_m 	CCM_03540	  0.00	1000.00	  0.00
r_0502_m	s_1039_m + s_1487_m  <=> s_0306_m + s_0803_m + s_1003_m 	CCM_00764 or CCM_01317	-1000.00	1000.00	  0.00
r_0505_m	s_0627_m + s_1198_m  -> s_0793_m + s_1097_m + s_1203_m 	CCM_01205 and CCM_01222 and CCM_07430	  0.00	1000.00	  0.00
r_0531_m	s_0190_m + s_0712_m + s_0803_m  -> s_0633_m + s_0812_m 	CCM_08191	  0.00	1000.00	  0.00
r_0539_m	s_0434_m + s_1006_m + s_1594_m  -> s_0423_m + s_0633_m + s_0832_m 	CCM_02343	  0.00	1000.00	  0.00
r_0542_m	s_0454_m + s_0803_m  <=> s_0836_m 	CCM_07793	-1000.00	1000.00	  0.00
r_0543_m	s_0180_m + s_0373_m + s_0803_m  -> s_0529_m + s_0793_m + s_0834_m 	CCM_06007	  0.00	1000.00	  0.00
r_0545_m	s_0836_m + s_1198_m  -> s_0176_m + s_0456_m + s_0793_m + s_1203_m 	CCM_06018	  0.00	1000.00	  0.00
r_0550_m	s_0837_m + s_1616_m  -> 2 s_0803_m + s_1620_m 	( CCM_00029 and CCM_03275 ) or CCM_03643	  0.00	1000.00	  0.00
r_0553_m	s_0033_m + s_0803_m  -> s_0025_m + s_0750_m + s_0793_m 	CCM_05589	  0.00	1000.00	  0.00
r_0555_m	s_0286_m + s_0830_m  -> s_0215_m + s_0633_m 	CCM_07474 or CCM_08326	  0.00	1000.00	  0.00
r_0559_m	s_0367_m + s_0373_m + s_0803_m  -> s_0218_m + s_0529_m + s_0793_m 	CCM_00310	  0.00	1000.00	  0.00
r_0568_m	s_0633_m + s_0803_m  -> s_0793_m + 2 s_1322_m 	CCM_06284 or CCM_08573	  0.00	1000.00	  0.00
r_0658_m	s_0940_m + s_1198_m  -> s_0180_m + s_0456_m + s_1203_m 	( CCM_04171 and CCM_00814 ) or CCM_09493	  0.00	1000.00	  0.00
r_0661_m	s_0940_m + s_1207_m  -> s_0180_m + s_0456_m + s_1212_m 	CCM_08506	  0.00	1000.00	  0.00
r_0663_m	s_0180_m + s_1016_m  <=> s_0056_m + s_0991_m 	CCM_04689 or CCM_06850 or CCM_09580	-1000.00	1000.00	  0.00
r_0665_m	s_0434_m + s_1016_m + s_1596_m  -> s_0423_m + s_0633_m + s_0847_m 	CCM_04746 or CCM_07464	  0.00	1000.00	  0.00
r_0668_m	s_0434_m + s_0529_m + s_0946_m  <=> s_0394_m + s_0949_m + s_1322_m 	( CCM_09028 and CCM_05757 ) or CCM_07140	-1000.00	1000.00	  0.00
r_0669_m	s_0039_m + s_0793_m + s_1212_m  -> s_0008_m + s_1207_m 	CCM_01982	  0.00	1000.00	  0.00
r_0672_m	s_0116_m + 2 s_0803_m + s_1198_m  <=> s_0677_m + s_0793_m + s_1203_m 	CCM_06901	-1000.00	1000.00	  0.00
r_0673_m	s_0803_m + s_0954_m + s_1198_m  <=> s_0677_m + 2 s_0793_m + s_1203_m 	CCM_06901	-1000.00	1000.00	  0.00
r_0674_m	s_0180_m + s_0955_m  <=> s_0991_m + s_1399_m 	CCM_04522	-1000.00	1000.00	  0.00
r_0681_m	s_0180_m + s_0677_m  -> s_0282_m + s_0991_m 	CCM_05388 or CCM_07489	  0.00	1000.00	  0.00
r_0692_m	s_1045_m  -> s_0178_m + s_0419_m 	CCM_00163	  0.00	1000.00	  0.00
r_0699_m	s_0180_m + s_1021_m  <=> s_0291_m + s_0991_m 	CCM_04689 or CCM_06850 or CCM_09580	-1000.00	1000.00	  0.00
r_0701_m	s_0434_m + s_1021_m + s_1598_m  -> s_0423_m + s_0633_m + s_1077_m 	CCM_00227 or CCM_05622	  0.00	1000.00	  0.00
r_0711_m	s_0434_m + s_1025_m + s_1600_m  -> s_0423_m + s_0633_m + s_1099_m 	CCM_00818 or CCM_05434	  0.00	1000.00	  0.00
r_0713_m	s_0066_m + s_1198_m  <=> s_0793_m + s_1203_m + s_1271_m 	CCM_05260 or CCM_05784 or CCM_05876	-1000.00	1000.00	  0.00
r_0718_m	s_0066_m + s_1198_m  -> s_0456_m + s_1203_m + s_1399_m 	CCM_07785 or CCM_08301	  0.00	1000.00	  0.00
r_0719_m	s_0066_m + s_1207_m  -> s_0456_m + s_1212_m + s_1399_m 	CCM_07785 or CCM_08301	  0.00	1000.00	  0.00
r_0729_m	s_0434_m + s_1029_m + s_1602_m  -> s_0423_m + s_0633_m + s_1148_m 	CCM_00011 or CCM_07913	  0.00	1000.00	  0.00
r_0734_m	s_0012_m  -> s_1399_m + s_1458_m 	CCM_05551 or CCM_05661	  0.00	1000.00	  0.00
r_0759_m	s_0793_m + s_1191_m + s_1212_m  -> s_0145_m + s_1207_m + s_1322_m 	CCM_06281 or CCM_09169	  0.00	1000.00	  0.00
r_0761_m	s_0373_m + s_0991_m  -> s_0529_m + s_0793_m + s_1192_m 	CCM_02941 or CCM_03230	  0.00	1000.00	  0.00
r_0765_m	s_0434_m + s_1198_m  -> s_0394_m + s_0793_m + s_1207_m 	CCM_04929 or CCM_05592 or CCM_06179	  0.00	1000.00	  0.00
r_0770_m	s_0793_m + s_1203_m + s_1537_m  -> s_1198_m + s_1535_m 	CCM_00400 or CCM_09437	  0.00	1000.00	  0.00
r_0771_m	s_0434_m + s_1203_m  -> s_0394_m + s_0793_m + s_1212_m 	CCM_06179	  0.00	1000.00	  0.00
r_0774_m	s_0793_m + s_1219_m + s_1386_m  -> s_0633_m + s_1222_m 	CCM_07624	  0.00	1000.00	  0.00
r_0786_m	2 s_0793_m + s_1386_m + s_1403_m  -> s_0456_m + s_0633_m + s_1222_m 	CCM_05219	  0.00	1000.00	  0.00
r_0818_m	s_0991_m + s_1182_m  -> s_1192_m + s_1266_m 	CCM_03230	  0.00	1000.00	  0.00
r_0831_m	s_0529_m + s_1411_m  -> s_0627_m + s_1464_m 	CCM_01205 and CCM_01222 and CCM_07430	  0.00	1000.00	  0.00
r_0832_m	s_0180_m + s_0793_m + s_1097_m  -> s_0456_m + s_1411_m 	CCM_01205 and CCM_01222 and CCM_07430	  0.00	1000.00	  0.00
r_0852_m	s_0434_m + s_1032_m + s_1604_m  -> s_0423_m + s_0633_m + s_1314_m 	( CCM_06198 and CCM_07403 ) or CCM_04421	  0.00	1000.00	  0.00
r_0965_m	s_0434_m + s_1405_m  -> s_0394_m + s_0714_m + s_0793_m 	CCM_09383	  0.00	1000.00	  0.00
r_1022_m	s_0394_m + s_1322_m + s_1464_m  -> s_0434_m + s_0529_m + s_1458_m 	( CCM_09028 and CCM_05757 ) or CCM_07140	  0.00	1000.00	  0.00
r_1038_m	s_0793_m + s_1212_m + s_1620_m  -> s_1207_m + s_1616_m 	CCM_05420 and CCM_00029	  0.00	1000.00	  0.00
r_1042_m	s_0434_m + s_1045_m + s_1608_m  -> s_0423_m + s_0633_m + s_1491_m 	CCM_00105 or CCM_06949	  0.00	1000.00	  0.00
r_1057_m	s_0434_m + s_1048_m + s_1610_m  -> s_0423_m + s_0633_m + s_1527_m 	CCM_05821 or CCM_05857	  0.00	1000.00	  0.00
r_1066_m	s_0434_m + s_1051_m + s_1612_m  -> s_0423_m + s_0633_m + s_1533_m 	CCM_00100 or CCM_04882	  0.00	1000.00	  0.00
r_1087_m	s_0180_m + s_1056_m  <=> s_0232_m + s_0991_m 	CCM_04689 or CCM_06850 or CCM_09580	-1000.00	1000.00	  0.00
r_1089_m	s_0434_m + s_1056_m + s_1614_m  -> s_0423_m + s_0633_m + s_1561_m 	CCM_06387	  0.00	1000.00	  0.00
r_2142_m	s_0372_m + s_0465_m + s_0793_m  -> s_0456_m + s_1845_m + s_2770_m 	CCM_00603 or CCM_01518 or CCM_09346 or ( CCM_01811 and CCM_08237 )	  0.00	1000.00	  0.00
r_2143_m	s_0465_m + s_0793_m + s_2771_m  -> s_0456_m + s_1845_m + s_2772_m 	CCM_00603 or CCM_01518 or CCM_09346 or ( CCM_01811 and CCM_08237 )	  0.00	1000.00	  0.00
r_2144_m	s_0465_m + s_0793_m + s_2773_m  -> s_0456_m + s_1845_m + s_2774_m 	CCM_00603 or CCM_01518 or CCM_09346 or ( CCM_01811 and CCM_08237 )	  0.00	1000.00	  0.00
r_0017_m	s_0434_m + s_0148_m  -> s_0423_m + s_0793_m + s_0006_m 	CCM_04032	  0.00	1000.00	  0.00
r_0021_m	s_1416_m + s_0155_m  -> s_0793_m + s_1413_m + s_0156_m 	CCM_00363	  0.00	1000.00	  0.00
r_0022_m	s_1275_m + s_0157_m  -> s_0803_m + s_0155_m 	CCM_02264	  0.00	1000.00	  0.00
r_0063_m	s_0232_m + s_0306_m + s_0803_m  -> s_1487_m + s_0149_m 	CCM_04063	  0.00	1000.00	  0.00
r_0084_m	s_0434_m + s_0319_m  -> s_0304_m + s_0394_m + s_1322_m 	CCM_06760	  0.00	1000.00	  0.00
r_0217_m	s_0991_m + s_1271_m  -> s_0180_m + s_0973_m 	CCM_05388 or CCM_07489	  0.00	1000.00	  0.00
r_0344_m	s_0625_m + s_0793_m + s_1212_m  -> s_1207_m + s_1487_m 	CCM_01813 or CCM_02881	  0.00	1000.00	  0.00
r_0350_m	s_0148_m + s_0271_m  -> s_0803_m + s_0347_m 	CCM_04032	  0.00	1000.00	  0.00
r_0351_m	s_0006_m + s_0271_m  -> s_0633_m + s_0347_m 	CCM_04032	  0.00	1000.00	  0.00
r_0440_m	s_0434_m + s_0714_m + s_0793_m  -> s_0633_m + s_0687_m 	CCM_05212	  0.00	1000.00	  0.00
r_0506_m	s_0793_m + s_1003_m + s_1098_m  -> s_0456_m + s_1410_m 	CCM_04861	  0.00	1000.00	  0.00
r_0508_m	s_1198_m + s_0628_m  -> s_0793_m + s_1203_m + s_1098_m 	CCM_01222	  0.00	1000.00	  0.00
r_0721_m	s_1101_m + s_1845_m  <=> s_0465_m + s_0529_m 	CCM_00603 or CCM_01282 or CCM_01518 or CCM_01946 or CCM_01947 or CCM_02374 or CCM_02997 or CCM_04722 or CCM_08016 or CCM_08018 or CCM_08261 or CCM_09042 or CCM_09164 or CCM_09346	-1000.00	1000.00	  0.00
r_0942_m	3 s_1275_m + 2 s_1384_m  -> 6 s_0803_m + 2 s_1383_m 	CCM_06985	  0.00	1000.00	  0.00
r_0446_m	s_0434_m + s_0722_m + s_1487_m  <=> s_0120_m + s_0394_m + s_1322_m 		-1000.00	1000.00	  0.00
r_0504_m	s_0793_m + s_1003_m + s_1097_m  -> s_0456_m + s_1409_m 	CCM_01222 or CCM_04861 or CCM_06828 or CCM_09406	  0.00	1000.00	  0.00
r_0507_m	s_1487_m + s_1410_m  -> s_0306_m + s_0419_m + s_0628_m 	CCM_01222 or CCM_04861 or CCM_06828 or CCM_09406	  0.00	1000.00	  0.00
r_0509_m	s_1487_m + s_1409_m  -> s_0306_m + s_0419_m + s_0627_m 	CCM_01222 or CCM_04861 or CCM_06828 or CCM_09406	  0.00	1000.00	  0.00
r_0724_m	s_0304_m + s_0803_m  <=> s_0120_m + s_0793_m 		-1000.00	1000.00	  0.00
r_0732_m	s_0306_m + s_1207_m  <=> s_0304_m + s_1212_m 		-1000.00	1000.00	  0.00
r_0961_m	s_0529_m + s_1198_m + s_1399_m  -> s_0373_m + s_0456_m + s_1203_m 		  0.00	1000.00	  0.00
r_1021_m	s_1458_m + s_1537_m  <=> s_0725_m + s_1535_m 	CCM_00099 or CCM_02366 or CCM_07146 or CCM_09238	-1000.00	1000.00	  0.00
r_1664_m	s_0456_m + s_0803_m  <=> s_0445_m + s_0793_m 		-1000.00	1000.00	  0.00
r_0057_p	s_0054_p + s_1198_p  -> s_0257_p + s_0793_p + s_1203_p 	CCM_04217	  0.00	1000.00	  0.00
r_0100_p	s_0250_p + s_0529_p  -> s_0373_p + s_1302_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_0101_p	s_0243_p + s_0529_p  -> s_0373_p + s_1479_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_0102_p	s_0253_p + s_0529_p  -> s_0373_p + s_1176_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_0105_p	s_0257_p + s_0529_p  -> s_0373_p + s_1073_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_0106_p	s_0239_p + s_0529_p  -> s_0373_p + s_1258_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_0107_p	s_0247_p + s_0529_p  -> s_0373_p + s_0605_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_0216_p	s_0180_p + s_0973_p  <=> s_0991_p + s_1271_p 	CCM_05388 or CCM_07489	-1000.00	1000.00	  0.00
r_0252_p	s_0021_p + s_0373_p  -> s_0529_p + s_1235_p 	CCM_02926 or CCM_04812	  0.00	1000.00	  0.00
r_0255_p	2 s_0837_p  -> 2 s_0803_p + s_1275_p 	CCM_02506 or CCM_07732	  0.00	1000.00	  0.00
r_0300_p	s_0373_p + s_0803_p + s_1271_p  -> s_0522_p + s_0529_p + s_0793_p 	CCM_05696 or CCM_08876	  0.00	1000.00	  0.00
r_0400_p	s_0434_p + s_0529_p + s_1065_p  <=> s_0423_p + s_0633_p + s_1073_p 	CCM_05072 or CCM_05216 or CCM_05423 or CCM_05690 or CCM_06701 or CCM_07930 or CCM_08889	-1000.00	1000.00	  0.00
r_0402_p	s_0434_p + s_0529_p + s_1286_p  <=> s_0423_p + s_0633_p + s_1302_p 	CCM_05072 or CCM_05690 or CCM_08889	-1000.00	1000.00	  0.00
r_0412_p	s_0434_p + s_0529_p + s_1161_p  <=> s_0423_p + s_0633_p + s_1176_p 	CCM_05072 or CCM_05216 or CCM_05423 or CCM_05690 or CCM_06701 or CCM_07930 or CCM_08889	-1000.00	1000.00	  0.00
r_0550_p	s_0837_p + s_1616_p  -> 2 s_0803_p + s_1620_p 	( CCM_00029 and CCM_03275 ) or CCM_03643	  0.00	1000.00	  0.00
r_0661_p	s_0940_p + s_1207_p  -> s_0180_p + s_0456_p + s_1212_p 	CCM_08506	  0.00	1000.00	  0.00
r_0681_p	s_0180_p + s_0677_p  -> s_0282_p + s_0991_p 	CCM_05388 or CCM_07489	  0.00	1000.00	  0.00
r_0713_p	s_0066_p + s_1198_p  <=> s_0793_p + s_1203_p + s_1271_p 	CCM_05260 or CCM_05784 or CCM_05876	-1000.00	1000.00	  0.00
r_0716_p	s_0373_p + s_0779_p + s_0803_p  -> s_0066_p + s_0529_p + s_0793_p 	CCM_03131	  0.00	1000.00	  0.00
r_1065_p	s_0204_p + s_0991_p  -> s_0180_p + s_1051_p 	CCM_03801 or CCM_04239 or CCM_05388 or CCM_05868 or CCM_06988 or CCM_07489	  0.00	1000.00	  0.00
r_2197_p	s_0434_p + s_0529_p + s_1293_p  <=> s_0423_p + s_0633_p + s_2819_p 	CCM_05072 or CCM_05216 or CCM_05423 or CCM_05690 or CCM_06701 or CCM_07930 or CCM_08889	-1000.00	1000.00	  0.00
r_2198_p	s_0434_p + s_0529_p + s_1449_p  <=> s_0423_p + s_0633_p + s_1454_p 	CCM_05072 or CCM_05216 or CCM_05423 or CCM_05690 or CCM_06701 or CCM_07930 or CCM_08889	-1000.00	1000.00	  0.00
r_2199_p	s_0434_p + s_0529_p + s_1260_p  <=> s_0423_p + s_0633_p + s_1262_p 	CCM_05072 or CCM_05216 or CCM_05423 or CCM_05690 or CCM_06701 or CCM_07930 or CCM_08889	-1000.00	1000.00	  0.00
r_2248_p	s_0803_p + s_1507_p  -> s_0042_p 	CCM_04217	  0.00	1000.00	  0.00
r_2249_p	s_0803_p + s_1510_p  -> s_0048_p 	CCM_04217	  0.00	1000.00	  0.00
r_2250_p	s_0803_p + s_1519_p  -> s_0054_p 	CCM_04217	  0.00	1000.00	  0.00
r_2251_p	s_0803_p + s_0823_p  -> s_0051_p 	CCM_04217	  0.00	1000.00	  0.00
r_2252_p	s_0803_p + s_1516_p  -> s_0229_p 	CCM_04217	  0.00	1000.00	  0.00
r_2253_p	s_0803_p + s_1513_p  -> s_0045_p 	CCM_04217	  0.00	1000.00	  0.00
r_2254_p	s_0803_p + s_2886_p  -> s_2902_p 	CCM_04217	  0.00	1000.00	  0.00
r_2255_p	s_0803_p + s_2887_p  -> s_2903_p 	CCM_04217	  0.00	1000.00	  0.00
r_2256_p	s_0803_p + s_2888_p  -> s_2904_p 	CCM_04217	  0.00	1000.00	  0.00
r_2257_p	s_0803_p + s_2812_p  -> s_2905_p 	CCM_04217	  0.00	1000.00	  0.00
